,Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
241,241,HS92_242,Antony 92160 (Centre-ville),"Achat maison 5 pièces 88 m², Antony - 550 000 €",550 000 €,"87,50 m²",5 pièces,3 chambres,1 place de parking,Jardin,,Terrasse,,6 057 €/m²,Réf. de l’annonce : 1051,Publiée le 27 nov. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 88 m²,"Maison architecte 5 pièces 87,5 m2. ANTONY/COULEE VERTE. Dans un quartier calme et recherché, maison d'architecte construite en 2011 sur une parcelle de 172 m2. Cette charmante maison de 88 m2 environ et en bon état vous offre au rez-de-chaussée : une entrée, une cuisine équipée semi-ouverte sur un séjour d'environ 21 m2 de plain-pieds sur terrasse et jardin, 1 bureau avec salle d'eau/WC atttenante, WC séparé. Au 1er étage : 3 chambres, 1 salle de bains/WC, dressing. Stationnement sur la parcelle. Sectorisation scolaire : maternelle André Chénier, élémentaire Edmond Blanguernon, collège François Furet. RER B à 15 mn à pieds, bus no 8 (gare d'Antony - Verrière Mairie) à 5 mn à pieds. Accès au Parc Heller et la Coulée Verte à 2 mn à pieds. Honoraires à charge acquéreur inclus dans le prix de vente : 3.77 % TTC (Prix 530 000 euros hors honoraires)."
242,242,HS92_243,Nanterre 92000 (Mont Valérien),"Achat maison 5 pièces 107 m², Nanterre - 670 000 €",670 000 €,107 m²,5 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,6 262 €/m²,Réf. de l’annonce : 13175,Publiée le 27 nov. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 107 m²,"Maison Nanterre 5 pièce(s) 103 m2. VISITE VIRTUELLE EN DIRECT, PERSONNALISEE, ET SUR RDV ! CONTACTEZ-NOUS !
NANTERRE, bas du Mont Valérien, proche Rueil Malmaison
A deux pas du centre ville de Nanterre, dans un quartier résidentiel, et à proximité de toutes les commodités et des écoles, cette maison familiale se divise en trois étages. Au rez-de-chaussée, une entrée avec placard, un séjour double et une cuisine américaine aménagée et équipée. Au premier étage, une chambre avec une salle d'eau et une suite parentale avec balcon , dressing et salle de bains. Au rez-de-jardin, une chambre, une salle de bains avec WC et une salle de musique pouvant être convertie en 4e chambre ouvrant sur une terrasse. Possibilité de garer deux voitures. Des postes importants ont été traités, tels que la toiture, le ravalement de la façade et la chaudière. A proximité immédiate des commerces et des transports (bus).Voir le téléphone . AP/LT"
243,243,HS92_244,Châtenay-Malabry 92290 (Petit Chatenay - Voltaire - Croix Blanche),"Achat maison 5 pièces 145 m², Châtenay-Malabry - 799 000 €",799 000 €,145 m²,5 pièces,3 chambres,3 places de parking,Jardin,,,,5 324 €/m²,Réf. de l’annonce : 213,Publiée le 27 nov. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 145 m²,"Maison Chatenay Malabry 5 pièce(s) 145 m2. Située à VERRIERES LE BUISSON à 200 mètres de CHATENAY MALABRY.
Nous vous proposons cette magnifique maison de 145m² édifiée sur un terrain de 578 m². Elle est située à proximité des commerces, du groupe scolaire Sophie Barat, et des transports.
La maison est composée au rez-de-chaussée d'un très beau séjour de 50m² avec cheminée à insert donnant directement sur la terrasse et jardin, une cuisine fermée que l'on peut ouvrir sur le séjour, WC et accès à la buanderie et garage. A l'étage nous retrouvons un palier qui distribue les trois chambres dont une grande suite parentale disposant d'une salle de bains et d'un dressing, une salle de bains et un WC. Les combles sont aménagés, ils vous seront utiles pour du rangement ou bien comme espace de jeux pour vos enfants.
Le jardin magnifiquement arboré et idéalement aménagé (jacuzzi) pour passer de très bons moments en famille. dont 3.50 % honoraires TTC à la charge de l'acquéreur."
244,244,HS92_245,Colombes 92700 (Europe),"Achat maison 4 pièces 94 m², Colombes - 620 000 €",620 000 €,94 m²,4 pièces,2 chambres,,Jardin,,Terrasse,,6 596 €/m²,Réf. de l’annonce : 846832,Publiée le 26 nov. 2020,Modifiée le 29 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 94 m²,"Vente Maison/villa 4 pièces. iad France - Dalila KHEDDOUCI (Voir le téléphone ) vous propose : A 10 mn à pied DE LA RUE SAINT DENIS.
Maison ou vous aurez juste à posez vos meubles, proche de toutes les commodités .
Je vous propose de visiter sans tarder cette jolie maison édifiée sur deux niveaux.
Le rez- de - chaussée est composé d'une entrée spacieuse qui dessert un séjour ouvert sur une belle cuisine de 14m2 environ puis, une buanderie avec toilette.
A l'étage on retrouve deux belles chambres spacieuses lumineuses , puis un dressing et une belle salle de bain avec toilette.
La terrasse est idéale pour profiter des belles journées ensoleillées en famille ou entre amis.
Il y a un garage plus la possibilité de garer deux voiture supplémentaires .
Quartier calme résidentiel.
Je suis disponible pour les visites!
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 165 et GES E indice 38. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Dalila KHEDDOUCI (ID 32938), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de MEAUX sous le numéro 843329236.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
245,245,HS92_246,Chaville 92370 (Marivel),"Achat maison 6 pièces 85 m², Chaville - 766 500 €",766 500 €,85 m²,6 pièces,3 chambres,3 places de parking,Jardin,,,,9 018 €/m²,Réf. de l’annonce : 2578,Publiée le 25 nov. 2020,Modifiée le 25 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 85 m²,"Exclusivité et nouveauté, maison de 102 m² située sur la rive gauche de Chaville, dans un secteur pavillonnaire au calme, proche des écoles et des commerces. Bâtie sur un sous-sol total, elle se compose au rdc d'un séjour double avec cheminée, une salle à manger une cuisine équipée,un WC et une salle de bains. A l'étage, 3 chambres L'ensemble donnant sur un jardin lumineux, au calme et sans vis-à-vis. Un grand garage vient compléter l'ensemble. Coup de cœur de notre agence."
246,246,HS92_247,Rueil-Malmaison 92500 (Jonchere - Malmaison - Saint-Cucufa),"Achat maison 6 pièces 250 m², Rueil-Malmaison - 1 550 000 €",1 550 000 €,250 m²,6 pièces,4 chambres,5 places de parking,Jardin,,1 terrasse,,6 014 €/m²,Réf. de l’annonce : 09738,Publiée le 19 nov. 2020,Modifiée le 25 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 250 m²,"MAISON RUEIL MALMAISON - 6 pièce(s) - 250 m2. L'AGENCE ALBERT 1ER vous propose à Saint Cucufa proche Danielou et Richelieu, une maison de 190m2 (250 m2 au sol)entièrement rénovée en 2016. Terrain 500 m2. Entrée, double séjour de plain pied sur terrasse et jardin Sud Ouest, poêle, cuisine aménagée, 4 chambres dont 1 suite parentale avec dressing et salle d'eau, salle d'eau/bains, Bureau (5ème chambre possible), garage, cave, dressing, buanderie. Décoration tendance. Bon état général. On adore ! AGENCE ALBERT 1ER Voir le téléphone dont 3.09 % honoraires TTC à la charge de l'acquéreur."
247,247,HS92_248,Châtenay-Malabry 92290 (Petit Chatenay - Voltaire - Croix Blanche),"Achat maison 4 pièces 100 m², Châtenay-Malabry - 725 000 €",725 000 €,100 m²,4 pièces,3 chambres,1 place de parking,Jardin,,,,7 000 €/m²,Réf. de l’annonce : 002931E1EM9K,Publiée le 12 nov. 2020,Modifiée le 13 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 100 m²,"Maison Chatenay Malabry 3 pièce(s) 83,40 m2 + Studio 17m². A 12 min du centre ville de Châtenay-Malabry et de Sophie Barat, en direction d'Antony et de Verrières-le-Buisson, Maison d'environ 84 m² loi carrez édifiée sur un terrain de 441m² disposant d'un grand jardin. Vous y trouverez également une dépendance de 17m² avec salle d'eau pour l'usage d'un studio ou bien d'un bureau, idéal pour le télétravail !. Vous découvrirez au rez-de-chaussée de la maison, une entrée avec véranda, un séjour, une cuisine ouverte, belle véranda côté jardin de plus de 15m² et WC indépendant.. A l'étage, 2 chambres, une salle de bains avec WC.. Rangements au sous-sol.. Stationnement devant la Maison avec portail électrique.. VISITE VIRTUELLE DISPONIBLE !"
248,248,HS92_249,Antony 92160 (Baconnets),"Achat maison 4 pièces 70 m², Antony - 420 000 €",420 000 €,70 m²,4 pièces,3 chambres,,Jardin,,,,6 000 €/m²,Réf. de l’annonce : fondation,Publiée le 6 nov. 2020,Modifiée le 7 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 70 m²,"Maison Antony 4 pièce(s) 70 m2. Maison située à Antony à proximité de toutes les commodités à 10 minutes du centre-ville d'ANTONY, 3 minutes du RER B Fontaine Michalon.
Cette maison d'une superficie de 70m² environ a été édifiée sur un terrain de 216m².
Elle est composée au rez-de-chaussée d'un séjour ouvert sur une cuisine aménagée, un WC, un cellier.
Niveau 1, une suite parentale avec salle de bains ouverte sur un balcon, une chambre, une salle d'eau avec WC.
Niveau 2, des combles aménagés en chambre avec WC et lavabo.
Elle possède une dépendance (studio) d'environ 23 m², située au fond du jardin avec accès privé.
Des travaux de fondation sont à prévoir un devis a déjà été réalisé.
Sectorisation des écoles
École maternelle : PAUL BERT, École élémentaire : PAUL BERT"
249,249,HS92_250,Antony 92160 (Baconnets),"Achat maison 5 pièces 137 m², Antony - 812 500 €",812 500 €,137 m²,5 pièces,4 chambres,,Jardin,,Terrasse,,5 931 €/m²,Réf. de l’annonce : 851490,Publiée le 5 nov. 2020,Modifiée le 24 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 137 m²,"Vente Maison/villa 5 pièces. iad France - Mathieu POQUET (Voir le téléphone ) vous propose : A 5 minutes du RER B Fontaine Michalon , Bus Paladin 3 , à 10 minutes du Centre d'Antony , situe dans un quartier calme et résidentiel , nous vous proposons une
maison familiale neuve . Ce bien immobilier de qualité comprend sur 3 niveaux ,
une entrée , 4 chambres (dont une parentale avec salle d'eau à l'Italienne au rez de chaussée ), un grand garage de 23 M2 environ , une buanderie donnant sur le jardin , UN GRAND SEJOUR SALON ET AVEC COIN CUISINE US DE 67 M2 environ , une salle de bains , 2 WC .Cette maison bien isolée aux normes , possède une grande luminosité , orientée Nord/Ouest coté jardin (pas de vis à vis ) et Sud/Est .
Le garage peut contenir 2 autos et possibilité de le transformer en chambre supplémentaire voir en un cabinet pour profession indépendante avec la buanderie attenante . Maison neuve encore sous garantie décennale !
Bien rare à visiter rapidement !
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 180 et GES B indice 10. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Mathieu POQUET (ID 9304), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de NANTERRE sous le numéro 799079470.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
250,250,HS92_251,Rueil-Malmaison 92500 (Mont Valerien),"Achat maison 9 pièces 230 m², Rueil-Malmaison - 1 170 000 €",1 170 000 €,230 m²,9 pièces,5 chambres,3 places de parking,Jardin,,Terrasse,,5 087 €/m²,,Publiée le 29 oct. 2020,Réf. de l’annonce : 644011456156524,Descriptif de cette maison à vendre de 9 pièces et 230 m²,"Maison 9 pièces. Mont Valérien - Jolie maison familiale avec jardin à l'abri des regards orienté plein sud.
Vue dégagée. Aucune mitoyenneté.
Cette maison offre plus de 200 mètres carré de surface habitable sur 4 niveaux.
Au rez-de-chaussée :
- entrée
- triple séjour sans vis à vis avec baie vitrée orientée plein sud et cheminée
- une grande cuisine séparée avec coin repas
- une chambre avec sa pièce d'eau.
À l'étage, un palier laisse la part belle à la charpente et distribue :
- trois grandes chambres, dont deux avec accès terrasse et une pièce d'eau
- une quatrième chambre d'amis
Au rez-de-jardin avec entrée séparée :
- un bureau (possibilité de studio indépendant)
- garage
- salle d'eau
- buanderie
Chauffage à gaz, chauffe-eau solaire 300 litres.
Garage + 3 stationnements devant la maison.
Jardin arboré avec puits.
- à 15 min de voiture de la Porte Maillot
- à 20 minutes en bus ligne 141 vers La Défense.
- à deux pas de l'école Robespierre, de la future gare et de l'écoquartier.
Contactez nous pour plus d'informations et organiser une visite."
251,251,HS92_252,Clamart 92140 (Gare),"Achat maison 9 pièces 290 m², Clamart - 1 990 000 €",1 990 000 €,290 m²,9 pièces,7 chambres,,Jardin,,Terrasse,,6 552 €/m²,Réf. de l’annonce : TE3-1401,Publiée le 29 oct. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 9 pièces et 290 m²,"Clamart - Maison-Blanche - Maison familiale 9p - Terrasses - Jardin - Pkgs. Clamart - Maison-Blanche - Dans un quartier calme et recherché, magnifique rénovation pour cette vaste maison familiale entièrement refaite à neuf dans le cadre d’une surélévation. Lumineuse, traversante et répartie sur 4 niveaux, elle offre de très beaux volumes distribués par un large et ample escalier 1950. Au rez-de-jardin, vaste double séjour traversant tourné vers la nature, cuisine aménagée avec îlot central, accès à une agréable terrasse et un jardin Sud-Est sans vis-à-vis, de plain-pied. Au 1er niveau, 4 chambres, salle de bains, salle d’eau. Au 2ème niveau, 2 chambres dont une suite parentale bénéficiant d’une terrasse de plain-pied, vue jardin, grand dressing, douche et bains, bureau. Au rez-de-chaussée, côté rue, et souplex côté jardin ; accès par perron à une grande entrée, espace bureau en baie vitrée (ch. poss.), salle de jeu, espace buanderie/chaudière et grande cave sous la terrasse avec second accès jardin. 2 places de parking extérieures, avec portail électrique. Matériaux de qualité. WC indépendants à tous les niveaux. Proche écoles, commerces, nature. Rare. Belle qualité de vie.
L'ESPACE EXTÉRIEUR : une très belle terrasse d’environ 25 m² et le jardin de plain-pied d’environ 160 m², prolongent agréablement le séjour et la cuisine.
TERRASSES ET JARDINS - RIVE GAUCHE - Voir le téléphone"
252,252,HS92_253,Asnières-sur-Seine 92600 (Gresillons - Voltaire),"Achat maison 5 pièces 116 m², Asnières-sur-Seine - 972 000 €",972 000 €,"115,70 m²",5 pièces,1 chambre,,,,,,8 401 €/m²,,Publiée le 28 oct. 2020,,Descriptif de cette maison à vendre de 5 pièces et 116 m²,"MAISON NEUVE - ASNIERES SUR SEINE. FRAIS DE NOTAIRE REDUITS
À seulement 86 mètres du métro ""Gabriel Péri"", nous vous présentons cette seule et unique maison NEUVE de 115 m² donnant à l'intérieur d'une résidence sécurisée et calme avec une exposition extraordinairement lumineuse grâce à son orientation plein Sud-Ouest.
Elle se compose de 3 niveaux :
Au RDC, une entrée avec séjour-cuisine et une salle de douche avec toilettes vous accueillera chaleureusement.
Au 1er niveau, 2 belles chambres de 13 m² avec une salle de bains et toilettes séparés pour votre bien-être.
Au 2ème niveau, une suite parentale de 22 m² comprenant la chambre, la salle de douches et un dressing. Une chambre de 11 m² avec toilettes séparés pour vous récompenser de vos efforts.
De plus, deux parkings extérieurs sont inclus dans cette offre.
N'hésitez pas à nous contacter pour des renseignements complémentaires."
253,253,HS92_254,Courbevoie 92400 (Marceau République),"Achat maison 4 pièces 98 m², Courbevoie - 700 000 €",700 000 €,98 m²,4 pièces,2 chambres,2 places de parking,,,,,7 143 €/m²,Réf. de l’annonce : 91020123,Publiée le 28 oct. 2020,Modifiée le 28 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 98 m²,"L'Agence Haston Immobilier vous propose cette belle Maison type Loft de 98 m2 à COURBEVOIE.
Elle est composée de 4 pièces:
Au rez-de-chaussé d'un grand séjour double très lumineux avec cuisine ouverte équipée de 50m2 (belle hauteur sous plafond)
Au 1er étage vous trouverez un couloir désservant une grande chambre parentale de 16m2 avec dressing sur mesure, une deuxième chambre de 9m2 et ses rangements.
Une troisième pièce de 8m2 pouvant servir de bureau ou chambre d'enfant.
Salle d'eau avec double vasques et grande douche à l'italienne, WC séparé.
Cave. Aucune charges de copropriété.
Posssibilité de 2 places de stationnements en sou-sol en supplèment.
La Maison de trouve proche de toutes commodités, écoles et commerces, gare de Courbevoie à moins de 10min à pied. T2 et bus à moins de 3min à pied. Belles prestations, rare sur le secteur"
254,254,HS92_255,La Garenne-Colombes 92250 (Centre Nord - Gare - Mairie),"Achat maison 8 pièces 200 m², La Garenne-Colombes - 1 690 000 €",1 690 000 €,200 m²,8 pièces,6 chambres,,,,1 terrasse,,8 450 €/m²,Réf. de l’annonce : 2433EP,Publiée le 28 oct. 2020,Modifiée le 4 nov. 2020,Descriptif de cette maison à vendre de 8 pièces et 200 m²,"Maison contemporaine d'architecte. A 5 min à pied de la Place du Marché et des commerces, cette maison récente d'architecte de 226 m2 (187 m2 Carrez) dispose d'une terrasse, d'un jardin et d'un garage double.
Au rez-de-chaussée, une entrée dessert une chambre, des toilettes ainsi que l'accès au double garage.
Au premier étage se trouve une pièce de vie de 67 m2 baignée de lumière comprenant un salon et une cuisine américaine avec îlot central entièrement équipée donnant accès à la terrasse puis au jardin.
Par un escalier de béton, on accède au deuxième étage qui comprend une suite parentale avec sa salle d'eau et son dressing, deux chambres de 14 m2, une salle de bain et des toilettes séparées.
Au dernier étage, les combles actuellement utilisés en atelier de peinture, offrent de nombreuses possibilités d'aménagement.
Cette maison aux lignes épurées et contemporaines offre de beaux volumes dans un environnement calme et agréable.
À 5 min de la Gare des Vallées Transilien Ligne L - accès en 10 min à la gare St Lazare.
À 10 min Tramway T2 - Place de Belgique - accès direct à la défense.
Contact : Sandrine Voir le téléphone / RSAC 808 757 454"
255,255,HS92_256,Clamart 92140 (Gare),"Achat maison 5 pièces 93 m², Clamart - 869 000 €",869 000 €,"93,48 m²",5 pièces,3 chambres,2 places de parking,Jardin,,,,9 296 €/m²,Réf. de l’annonce : 20168,Publiée le 28 oct. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 93 m²,"Au coeur de ville de CLAMART, une maison récente de 2018, au calme, lumineuse comprenant entrée, séjour donnant sur jardin de plain-pied, cuisine, buanderie, toilettes, au premier étage 3 chambres, salle de bains avec toilettes. Pour compléter cette offre, vous bénéficierez de 2 places de parking en sous-sol sécurisé.
Copropriété de 87 lots (Pas de procédure en cours).
Charges annuelles : 1644.00 euros."
256,256,HS92_257,Clamart 92140 (Gare),"Achat maison 6 pièces 120 m², Clamart - 799 000 €",799 000 €,120 m²,6 pièces,5 chambres,,Jardin,,,,6 458 €/m²,Réf. de l’annonce : 1053,Publiée le 27 oct. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 120 m²,"Maison familiale quartier Gare. A 15 mn à pied de la gare, dans un quartier pavillonnaire en bordure de Malakoff, agréable maison familiale d'environ 120 m2 ( 140 m2 au sol) construite sur 3 niveaux habitables sur une parcelle de 257 m2. Cette maison est agencée avec en rez de jardin, 2 chambres et une SDE, au 1ier étage, un double séjour de 35 m2, une cuisine séparée, une SDB, une chambre avec rangements et, dans les combles,2 petites chambres mansardées. Charmant jardin sur l'arrière de la maison avec abris jardin et potager. Garage en sous-sol et une place de parking extérieur Chauffage au fuel, double vitrage, toiture neuve. Travaux de réagencement et de modernisation à prévoir.
Honoraire à charge acquéreur 3.09% ( Prix de vente hors honoraires d'agence 775 000 euros)."
257,257,HS92_258,Nanterre 92000 (Plateau),"Achat maison 6 pièces 130 m², Nanterre - 790 000 €",790 000 €,130 m²,6 pièces,4 chambres,,,,Terrasse,,6 077 €/m²,,Publiée le 26 oct. 2020,Réf. de l’annonce : ZE2-4578B,Descriptif de cette maison à vendre de 6 pièces et 130 m²,"Maison. NANTERRE - Mont-Valérien
Vous pouvez visiter (et revisiter !) ce bien immobilier depuis votre canapé (Plan 3D et visite virtuelle) sur notre site. Située dans le grand axe Puteaux Suresnes la Défense (à 5 minutes en voiture).
Découvrez cette maison immeuble de 130 m2. Idéalement située à proximité des transports et commerces. Elle se compose de 7 pièces, dont une entrée, une cuisine séparée, 2 séjours, quatre chambres (possibilité cinq) une salle de bain, une salle d'eau, trois WC dont un séparé, une cour intérieur et une terrasse de toit.
Les Atouts : Travaux de mises aux normes réalisés - beaux volumes - proche écoles - commerces - immeuble de cachet."
258,258,HS92_259,Vaucresson 92420,"Achat maison 6 pièces 320 m², Vaucresson - 5 250 000 €",5 250 000 €,320 m²,6 pièces,4 chambres,,Jardin,,1 terrasse,,"16,4k €/m²",Réf. de l’annonce : 167FPTL,Publiée le 24 oct. 2020,Modifiée le 26 oct. 2020,Descriptif de cette maison à vendre de 6 pièces et 320 m²,"Vaucresson - DIVISION THÉRY - Maison à vendre - 6 pièces - 320m² - 4 chambres - Terrain 1.000m² - Terrasse. Construite au coeur d'un domaine privé vieux de 100 ans, la Division Théry, cette maison moderne de 320m² et son jardin de 1000m² a été conçue comme un hôtel de quatre suites, disposées sur deux niveaux principaux. Au premier niveau, l'entrée ouvre sur un somptueux escalier entourant l'ascenseur vitré de la maison. Elle dessert une chambre avec sa salle de douche, une salle de sport, une cuisine signée Poggenpohl (et son arrière cuisine) ouvrant sur un vaste salon et salle à manger. À l'étage se trouvent trois suites dont une master bedroom avec un bureau, un grand dressing et sa terrasse privée. Au sous-sol, une salle de cinéma et un garage pour quatre voitures accessible par ascenseur. La maison est située à quelques minutes à pied du marché de La Celle-Saint-Cloud et des installations du Racing."
259,259,HS92_260,Montrouge 92120 (Jean-Jaurès),"Achat maison 8 pièces 290 m², Montrouge - 1 890 000 €",1 890 000 €,290 m²,8 pièces,5 chambres,,,,,,6 517 €/m²,Réf. de l’annonce : 580,Publiée le 12 oct. 2020,Modifiée le 12 nov. 2020,Descriptif de cette maison à vendre de 8 pièces et 290 m²,"Belle meulière et son jardin sans vis à vis. VISITE VIRTUELLE SUR DEMANDE.
Coldwell Banker vous propose une très belle meulière de 290 m² sur grand jardin orienté plein sud et sans vis à vis. Cette maison au charme discret vous offre un vaste séjour de 55m² donnant sur terrasse et jardin, bibliothèque, cuisine à vivre et sa salle à manger. Aux étages supérieurs, vous trouverez une suite parentale et 4 chambres, 1 salle de bains, 2 salles d'eau et dressings. Un garage complète ce bien.
POTENTIEL EXCEPTIONNEL !"
260,260,HS92_261,Antony 92160 (Baconnets),"Achat maison 5 pièces 114 m², Antony - 610 000 €",610 000 €,114 m²,5 pièces,3 chambres,,Jardin,,,,5 351 €/m²,Réf. de l’annonce : 59,Publiée le 16 oct. 2020,Modifiée le 18 oct. 2020,Descriptif de cette maison à vendre de 5 pièces et 114 m²,"A 6 min du RER B Fontaine Michalon , dans une rue calme, Maison de 114m² avec 255 m2 de terrain comprenant séjour, cuisine américaine, à l'étage palier desservant 3 chambres, 1 pièce pour dressing ou bureau, 2 salles de bains et un garage. Maison vendue louée 1644/mois. Aucun travaux à prévoir.
Copropriété de 34 lots (Pas de procédure en cours).
Charges annuelles : 50.00 euros."
261,261,HS92_262,Malakoff 92240 (Maison de l'Enfant - Guy Moquet),"Achat maison 6 pièces 99 m², Malakoff - 720 000 €",720 000 €,99 m²,6 pièces,4 chambres,1 place de parking,Jardin,,1 terrasse,,7 273 €/m²,Réf. de l’annonce : 2017172,Publiée le 22 oct. 2020,Modifiée le 25 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 99 m²,"MALAKOFF ETIENNE DOLET 92240 - MAISON INDIVIDUELLE. 92240 - MALAKOFF Etienne Dolet 92240A 100m du métro, sur 183m² de terrain, une maison individuelle de 120 m² à rénover, élevée sur sous-sol total, et comprenant 6 pièces principales sur 2 niveaux + combles. Chauffage au gazEn fond de parcelle, un petit pavillon de 2 pièces principales avec cuisine et salle de douche. Chauffage individuel électrique. L'ensemble régulièrement cadastré.Affaire à saisir"
262,262,HS92_263,Fontenay-aux-Roses 92260 (Ormeaux - Renards),"Achat maison 11 pièces 245 m², Fontenay-aux-Roses - 1 380 000 €",1 380 000 €,245 m²,11 pièces,6 chambres,3 places de parking,Jardin,,,,5 429 €/m²,Réf. de l’annonce : 002017E1QQ1K,Publiée le 20 oct. 2020,Modifiée le 10 nov. 2020,Descriptif de cette maison à vendre de 11 pièces et 245 m²,"Maison Fontenay Aux Roses 11 pièces 245 m². Cette grande et belle maison de 1870 construite sur un terrain de 601 m² est située dans un quartier très recherché pour son calme, sa proximité avec le centre ville, la gare RER Fontenay aux Roses et la Coulée Verte. Elle ouvre sur un magnifique jardin plein sud et bien clos. Le rez-de-chaussée de plain-pied sur le jardin offre un salon et une salle à manger ouvrant sur la terrasse, une cuisine spacieuse et sa véranda, une grande chambre, une salle de bains WC. A l'étage 4 chambres spacieuses dont une suite donnant sur une terrasse, salle de bains, 2 salles d'eau, 2 WC, buanderie. Chambre mansardée ou salle de jeu au dessus. Au sous-sol vaste bureau indépendant de 30 m² , WC, belle cave à vin, local vélos, chaufferie avec chaudière gaz. Sectorisation lycée Marie Curie à Sceaux"
263,263,HS92_264,Châtenay-Malabry 92290 (Centre-ville),"Achat maison 5 pièces 103 m², Châtenay-Malabry - 670 000 €",670 000 €,103 m²,5 pièces,4 chambres,1 place de parking,Jardin,,,,6 505 €/m²,Réf. de l’annonce : 2520,Publiée le 16 oct. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 103 m²,"Maison. Entre le parc de Sceaux, l'arboretum, le centre-ville et le RER B Robinson, à 5 minutes des écoles et dans une petite copropriété très récente.
Une maison de ville d'environ 103m² offrant :
Au rez-de chaussée : une entrée, un séjour exposé sud donnant accès au jardin de 67m², une cuisine équipée ouverte, une buanderie.
Au premier étage : 2 chambres, une salle d'eau.
Au 2ème étage : 2 chambres et une salle de bains.
Un wc par niveau.
2 places de parking en sous-sol boxables.
Agencement optimisé pour cette maison offrant de belles prestations, au calme et lumineuse.
Charges annuelles :1800 Euros. Nombre de lots : 15
Pas de procédure en cours. Honoraires à la charge du vendeur."
264,264,HS92_265,Antony 92160 (Baconnets),"Achat maison 5 pièces 114 m², Antony - 610 000 €",610 000 €,114 m²,5 pièces,3 chambres,,Jardin,,,,5 351 €/m²,Réf. de l’annonce : 59,Publiée le 16 oct. 2020,Modifiée le 18 oct. 2020,Descriptif de cette maison à vendre de 5 pièces et 114 m²,"A 6 min du RER B Fontaine Michalon , dans une rue calme, Maison de 114m² avec 255 m2 de terrain comprenant séjour, cuisine américaine, à l'étage palier desservant 3 chambres, 1 pièce pour dressing ou bureau, 2 salles de bains et un garage. Maison vendue louée 1644/mois. Aucun travaux à prévoir.
Copropriété de 34 lots (Pas de procédure en cours).
Charges annuelles : 50.00 euros."
265,265,HS92_266,Nanterre 92000 (Plateau),"Achat maison 4 pièces 120 m², Nanterre - 630 000 €",630 000 €,120 m²,4 pièces,3 chambres,,Jardin,,,,5 250 €/m²,Réf. de l’annonce : 395,Publiée le 16 oct. 2020,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 120 m²,"VISITE VISIO EN DIRECT POSSIBLE (WHATSAPP/ZOOM)! En exclusivité - Nanterre Mont Valérien, en lisière de Suresnes, Sur une parcelle de 350m² ,une propriété constituée d'une maison familiale de 4 pièces avec sous sol total semi enterré ,une dépendance aménagée de 2 pièces et un grand hangar. Ce bien, au fort potentiel, est idéal pour les acquéreurs souhaitant rénover et mettre à leur goût leur future propriété. Travaux à prévoir!"
